a,b,stratum,identity,cosine,same_family
P36027,Q07990,nn,0.1277,0.9537,False
P16871,Q02223,nn,0.1226,0.9768,False
Q8N129,Q9QXT0,nn,0.2062,0.9744,True
Q9H8J5,Q9R0H2,nn,0.1481,0.9733,False
P22725,P48615,nn,0.3708,0.9885,True
Q0P3Z2,Q9VHF2,nn,0.4746,0.9816,True
Q61420,Q9NTN3,nn,0.1967,0.9618,False
Q503M4,Q8VCL5,nn,0.1892,0.9572,True
P31997,Q13449,nn,0.2257,0.97,True
O70337,Q9Y5L2,nn,0.1192,0.9833,False
Q99689,Q9NQM4,nn,0.148,0.9662,False
P20749,Q15653,nn,0.2736,0.9645,False
P92208,Q60737,nn,0.2119,0.9773,True
P49209,P70122,nn,0.164,0.9837,False
O34769,Q53H82,nn,0.204,0.974,True
Q13449,Q8N126,nn,0.2287,0.9773,False
Q5BKX0,Q92561,nn,0.1769,0.9823,False
Q1LVP6,Q9CXC3,nn,0.1548,0.9662,False
O17823,Q95ZY4,nn,0.1828,0.9924,False
P39966,Q94CL8,nn,0.1992,0.9743,True
P32027,Q26366,nn,0.1776,0.9797,False
A2RVQ5,Q4PSJ7,nn,0.168,0.9748,False
Q3C1V8,Q810B3,nn,0.9571,0.9993,True
B3LFA3,Q9JJC8,nn,0.4178,0.9881,False
P38353,Q9SVL6,nn,0.1178,0.9766,False
P49429,Q9XI31,nn,0.1162,0.9711,False
P10854,Q3E792,nn,0.203,0.9717,False
Q9CA51,Q9LQW3,nn,0.1756,0.9683,False
Q6ZNM6,Q8N4H0,nn,0.1122,0.9825,False
Q9FXA4,Q9LSA6,nn,0.2642,0.979,False
Q8LDQ4,Q96MC5,nn,0.1597,0.9839,False
Q6NWA8,Q9CQQ4,nn,0.1718,0.9875,False
Q6DHG8,Q9CPV1,nn,0.4733,0.985,True
Q9BYD6,Q9WV35,nn,0.1607,0.9715,False
Q5EE01,Q9LRX8,nn,0.1394,0.9801,False
P07262,P0A9Q9,nn,0.1483,0.9708,False
P68371,Q9BUF5,nn,0.9081,0.999,True
F4I1I4,Q0WPR6,nn,0.75,0.9905,True
Q0WQG8,Q9C7D7,nn,0.109,0.9781,False
Q922F4,Q9BUF5,nn,0.9732,0.9998,True
Q16270,Q8WX77,nn,0.4092,0.9758,False
P40041,Q9CA74,nn,0.1787,0.9783,False
Q8LE59,Q9LTH9,nn,0.1963,0.9806,True
Q08C93,Q96F25,nn,0.1208,0.9212,False
Q5T4F4,Q8VE91,nn,0.1911,0.9812,False
P07486,P17329,nn,0.7331,0.9957,True
Q5VYS4,Q9DBS2,nn,0.1511,0.982,False
Q6NMD6,Q8VI88,nn,0.1212,0.9626,False
Q8BTG7,Q9UGV2,nn,0.5861,0.9907,True
Q9CX47,Q9FKM5,nn,0.2156,0.9707,True
A7TZG1,Q8IZS7,nn,0.1324,0.9488,False
O07586,P0A9G4,nn,0.2143,0.9235,False
P52793,P98172,nn,0.187,0.9758,True
Q94JU2,Q9LI65,nn,0.2895,0.9839,True
O14960,P50699,nn,0.1626,0.9412,False
P34889,P48615,nn,0.3352,0.989,True
Q8N7R7,Q8N8Q9,nn,0.1512,0.9937,False
Q5U3V7,Q8N5S1,nn,0.1926,0.9721,True
O49420,Q9C800,nn,0.2008,0.9871,False
P25385,Q94KK7,nn,0.1533,0.9823,False
B8A4F0,X1WBB5,nn,0.2174,0.9847,True
P0A7D7,P91477,nn,0.1765,0.9863,False
Q9D0M2,Q9SUC3,nn,0.1638,0.98,False
Q23369,Q9Y548,nn,0.1342,0.9837,False
O23039,Q8LE59,nn,0.4,0.9844,True
Q8WTC1,Q9W549,nn,0.1383,0.9856,False
Q38933,Q8W3L1,nn,0.1634,0.9702,False
P62979,Q8GWJ6,nn,0.1977,0.9616,False
O32003,P42981,nn,0.1787,0.9229,False
O64700,Q5JTY5,nn,0.1621,0.9599,True
Q8BRM6,Q9P000,nn,0.1497,0.9861,False
Q5SPP0,Q9Z275,nn,0.2992,0.9869,False
P39771,P49787,nn,0.2061,0.9823,False
Q5VZQ5,Q6ZNM6,nn,0.1692,0.9918,False
A1Z8R8,Q9H300,nn,0.3838,0.9751,True
P30048,Q9CR21,nn,0.1724,0.9423,False
Q09509,Q3E9C3,nn,0.1585,0.9529,False
P39914,P54503,nn,0.1295,0.9166,False
P40962,Q9U3L0,nn,0.1849,0.9817,False
Q8LE42,Q9XXD2,nn,0.1292,0.983,False
O14775,Q9LJN8,nn,0.1749,0.9758,False
Q9BQA1,Q9BRX9,nn,0.2113,0.9527,False
Q02651,Q6ZNM6,nn,0.14,0.988,False
Q9CQE3,Q9XXD2,nn,0.1442,0.9786,False
O17823,P46572,nn,0.1648,0.9925,False
O54927,Q7T2F6,nn,0.7234,0.997,False
B3H587,O49645,nn,0.2281,0.9735,True
P62631,Q5VTE0,nn,0.9201,0.9981,True
P57739,Q8BXA6,nn,0.3462,0.9882,True
P50207,Q9BT81,nn,0.1763,0.9804,False
P38726,P40584,nn,0.437,0.9875,True
Q06707,Q9D600,nn,0.1443,0.9865,False
P57768,Q0WNR6,nn,0.1448,0.9822,False
Q501F8,Q94JU2,nn,0.2842,0.9823,True
Q9C5J6,Q9H3H1,nn,0.215,0.9612,True
Q9U3N5,Q9VMV6,nn,0.2794,0.9799,True
P15880,P31009,nn,0.7517,0.9941,True
F4IV16,P35202,nn,0.2342,0.9669,True
Q8NEY3,Q8TE69,nn,0.1286,0.9699,False
P38824,Q9VVR6,nn,0.1508,0.9677,False
Q8IZS7,Q8VI21,nn,0.1255,0.9549,False
Q08457,Q12134,nn,0.1536,0.9835,False
L8E946,Q9XW88,nn,0.1683,0.9791,False
P69771,Q9VTE5,nn,0.1659,0.9721,False
P21464,P56797,nn,0.4,0.9526,True
Q8NFJ8,Q8T913,nn,0.1535,0.9924,False
P91477,Q4KL14,nn,0.1773,0.9885,False
Q1RLQ5,Q5VUD6,nn,0.4606,0.9763,True
A0A1W2P7I0,A0A1W2PQU2,nn,0.9605,0.9996,False
O82653,P25864,nn,0.1438,0.9428,False
O60637,O95858,nn,0.2086,0.9784,True
P0AE37,P46548,nn,0.1776,0.9792,False
Q9FFD8,Q9VUU7,nn,0.2523,0.977,True
P39966,Q9M8R7,nn,0.2121,0.9773,True
P30177,Q99N42,nn,0.1799,0.9274,False
Q0WPR6,Q8BGV7,nn,0.1239,0.969,False
O95843,P27005,nn,0.1524,0.9776,False
Q6ZWI9,Q8VH31,nn,0.3,0.984,False
P0C860,Q5GJ75,nn,0.1475,0.9868,False
P0DP88,Q6UXP3,nn,0.144,0.9662,False
Q61420,Q6DBP3,nn,0.2123,0.9645,False
P57768,Q9NQM4,nn,0.1481,0.9644,False
O95478,P17094,nn,0.1797,0.9886,False
Q13509,Q9BUF5,nn,0.9156,0.9994,True
Q99JT5,Q9C7P1,nn,0.1675,0.9797,False
P79724,Q8JH55,nn,0.2136,0.9843,False
Q8S4Q6,Q9D3J9,nn,0.1541,0.9639,False
P20749,P82976,nn,0.2046,0.9556,False
F4I9G2,Q8GYL9,nn,0.1767,0.9589,False
P32613,P40045,nn,0.1656,0.9816,False
P23003,P39648,nn,0.1726,0.9528,False
P49787,P54572,nn,0.1988,0.9579,False
P54503,Q05926,nn,0.1544,0.9163,False
Q9BU64,Q9P000,nn,0.1689,0.9873,False
O82598,Q41963,nn,0.6996,0.9974,True
Q9H853,Q9R1K7,nn,0.1491,0.9719,True
P41970,P41971,nn,0.9193,0.9988,True
P57081,Q9EP82,nn,0.7512,0.9928,True
A2A6M5,P0DKG6,nn,0.1702,0.9109,False
Q95XD0,Q9XXD2,nn,0.1531,0.9797,False
P45966,Q3UA16,nn,0.1888,0.9818,False
Q94C27,Q9FYF9,nn,0.1946,0.9651,False
P0ADD7,P36881,nn,0.124,0.9438,False
P78386,P97861,nn,0.7652,0.992,True
O23164,Q20591,nn,0.1133,0.9857,False
O82275,P0AE42,nn,0.2169,0.916,False
Q8L9Y2,Q9CX47,nn,0.18,0.9715,False
O81788,Q9SAK5,nn,0.1597,0.9765,False
P0AE37,P36553,nn,0.1662,0.9794,False
P03872,P34890,nn,0.1242,0.9829,False
O14599,P0DP88,nn,0.2075,0.9707,False
P31269,Q3C1V8,nn,0.1842,0.9769,False
Q06609,Q08297,nn,0.9882,0.9997,True
Q3UA16,Q9HBM1,nn,0.7389,0.9948,True
Q8IY26,Q9D4F2,nn,0.8818,0.9897,True
P40165,Q09509,nn,0.1328,0.9557,False
P0DTW1,P49919,nn,0.1092,0.9492,False
O32217,P54175,nn,0.1878,0.9043,False
P43694,Q04886,nn,0.1969,0.98,False
Q5VYS4,Q9CPP0,nn,0.1377,0.9823,False
P47947,P47949,nn,0.6242,0.9905,True
Q9I9P9,Q9JIW5,nn,0.5764,0.986,True
P49209,Q9M9W1,nn,0.1878,0.9848,False
P45945,Q04760,nn,0.1584,0.9574,False
Q8VD58,Q9R0H2,nn,0.1614,0.9725,False
O05231,P03007,nn,0.192,0.962,False
P54504,Q07688,nn,0.1326,0.9393,False
Q3E8B4,Q6NLG7,nn,0.1357,0.9449,False
P15457,Q9M0T1,nn,0.1377,0.943,False
P0AA16,P69228,nn,0.3629,0.9761,False
P69771,Q13901,nn,0.1643,0.9723,False
Q9FM41,Q9JKC8,nn,0.1764,0.9568,False
O80842,Q9MBA2,nn,0.1818,0.9518,False
F4I8K2,P53259,nn,0.1489,0.9638,True
Q61701,Q6ICX4,nn,0.1767,0.9623,False
Q9FJF7,Q9FJG0,nn,0.9121,0.9967,True
Q6DHR8,Q8CGV2,nn,0.1377,0.9891,False
Q8S8D8,Q8VYK7,nn,0.1198,0.973,False
Q5VYS4,Q8K015,nn,0.1657,0.9829,False
Q12226,Q9FFE8,nn,0.1614,0.9604,False
P01583,P21182,nn,0.1629,0.9879,False
O23252,P63073,nn,0.3539,0.9926,True
B0V3H4,Q7T347,nn,0.1663,0.9897,False
O43752,P25385,nn,0.1778,0.9841,False
A6ND01,Q05685,nn,0.5038,0.9935,True
P76201,Q0KHZ6,nn,0.2375,0.9683,True
Q7L2H7,Q8BV13,nn,0.1697,0.9778,False
P91529,Q5U3V9,nn,0.1651,0.9776,False
Q0VAA2,Q8IY45,nn,0.1402,0.9752,False
P06320,P06321,nn,0.3582,0.9855,False
P17742,P24369,nn,0.4839,0.9743,True
P55082,Q502I1,nn,0.0912,0.9766,False
A2A9I7,P17483,nn,0.1524,0.9715,False
Q9NS25,Q9NS26,nn,0.7961,0.9853,True
Q3SXZ7,Q91V51,nn,0.346,0.9845,False
P0ACK5,P94591,nn,0.2331,0.9825,False
P39039,Q5U3G1,nn,0.3069,0.9761,False
Q12266,Q12391,nn,0.8773,0.9981,False
P38013,Q06830,nn,0.21,0.9673,True
Q5PP26,Q9M5J8,nn,0.2459,0.9587,False
O00292,P20863,nn,0.2132,0.9734,True
P20863,P43029,nn,0.2564,0.9764,True
B0V3H4,Q15040,nn,0.1511,0.9811,False
Q9SI56,Q9SUD4,nn,0.2782,0.9808,True
P49411,Q2VIR3,nn,0.2323,0.977,True
A3QK16,O94905,nn,0.7882,0.9954,True
Q60571,Q9BS86,nn,0.1593,0.9758,False
Q9M8J2,Q9S7G2,nn,0.5317,0.9923,True
P58064,Q18785,nn,0.1812,0.95,False
A0A1B0GRQ0,A0A1B0GST9,nn,0.15,0.9791,False
P91455,Q9SU38,nn,0.4158,0.9673,True
P30043,Q9HBL8,nn,0.1753,0.9567,False
Q7RTY9,Q9UKQ9,nn,0.287,0.977,True
Q8NFJ8,Q8VEE1,nn,0.1618,0.9917,False
Q9M2J6,Q9SHT3,nn,0.4848,0.9868,False
P38635,Q9VHF2,nn,0.1587,0.9645,False
P0DTW1,Q96GU1,nn,0.2826,0.9507,True
Q12239,Q19821,nn,0.1576,0.9756,False
P11349,P68646,nn,0.084,0.9702,False
P01795,P01802,nn,0.5139,0.9862,False
Q18248,Q9NS26,nn,0.0846,0.9805,False
Q9MA32,Q9ZV39,nn,0.1707,0.983,False
A0A1W2P7I0,P46478,nn,0.2375,0.941,False
Q5MNZ6,Q9P2S5,nn,0.1691,0.9789,False
P36881,P37051,nn,0.1224,0.948,False
P32347,Q93088,nn,0.1771,0.9499,False
B3H587,Q9M2G1,nn,0.1878,0.9806,True
Q3E7A4,Q3E846,nn,0.1478,0.9858,False
Q8GUU2,Q9M2S6,nn,0.1806,0.9823,False
P16256,P75712,nn,0.2172,0.966,False
P32642,Q8BG73,nn,0.1181,0.961,False
Q8L4B2,Q9FMV5,nn,0.4769,0.9839,True
Q9FX60,P68431,nn,0.9118,0.998,True
O64700,P76556,nn,0.1398,0.9587,False
P43080,Q8VBV8,nn,0.4147,0.9842,False
P42574,Q14790,nn,0.2268,0.9023,True
Q96324,Q9VG95,nn,0.2146,0.9674,True
Q92838,Q9D777,nn,0.202,0.9703,True
Q24536,Q9UKF7,nn,0.1496,0.9904,False
P25454,Q08297,nn,0.5675,0.9836,True
Q8BH02,Q9NXH8,nn,0.7662,0.9855,True
P58872,Q9H300,nn,0.1889,0.9612,True
P07266,P50110,nn,0.168,0.9866,False
Q4FE47,Q9M2S6,nn,0.1392,0.9786,False
Q8BTG7,Q9NZD8,nn,0.1658,0.9807,False
P04037,P42844,nn,0.1658,0.9826,False
O65251,P26793,nn,0.4643,0.9947,True
O64700,P24203,nn,0.1534,0.9617,True
O95931,Q9QXG9,nn,0.1545,0.9712,False
P53013,Q05639,nn,0.838,0.999,True
Q02973,Q7WY75,nn,0.1413,0.9732,False
O16264,Q99N92,nn,0.179,0.9686,False
Q9V8M5,Q9XTI0,nn,0.4268,0.9668,True
P0C0W9,P49209,nn,0.1683,0.9833,False
Q0V967,Q9CWJ3,nn,0.1667,0.9832,False
O76021,Q6K0P9,nn,0.1725,0.9795,False
O75610,P20863,nn,0.2108,0.9734,True
P47040,Q9M0Y2,nn,0.1736,0.9784,False
P42574,P55212,nn,0.3704,0.9761,True
P49209,Q9SZX9,nn,0.8866,0.9963,True
P23510,P27548,nn,0.1731,0.9832,True
P43587,Q9D772,nn,0.2105,0.9783,False
P62717,Q5EE01,nn,0.1186,0.9776,False
B3H5L1,Q9LVZ8,nn,0.1861,0.9752,True
P0CX51,P49691,nn,0.1081,0.9796,False
P23769,P43694,nn,0.3121,0.9828,False
P62983,Q8GWJ6,nn,0.1977,0.9613,False
Q8RX32,Q9LHT0,nn,0.6402,0.9768,True
Q9SUC0,Q9XTI0,nn,0.3743,0.9473,True
Q9SEL5,Q9SJL6,nn,0.2143,0.9843,False
Q9DCU0,Q9ZUH8,nn,0.2267,0.9767,True
Q8VXY9,Q96KP4,nn,0.1823,0.9401,False
P55852,Q93725,nn,0.14,0.9483,True
B3LFA3,Q9LIR9,nn,0.875,0.996,True
Q9D4C9,Q9Z275,nn,0.3102,0.9808,False
P32564,P38837,nn,0.1316,0.9861,False
Q1PFC5,Q9FKC3,nn,0.1792,0.9845,True
P49592,Q6NQH4,nn,0.1515,0.9849,False
F4JNL3,Q9R013,nn,0.2547,0.9707,True
P53439,P56079,nn,0.5295,0.9941,True
O82133,P10914,nn,0.1938,0.9742,False
Q944P0,Q9M0Y2,nn,0.5976,0.9966,True
P34429,P40938,nn,0.2434,0.9628,True
O60499,Q9UNK0,nn,0.2247,0.9897,True
P57081,Q9HCU5,nn,0.1776,0.9888,False
O95416,Q20201,nn,0.3723,0.9787,False
Q940G6,Q9MAA7,nn,0.8526,0.9971,True
P32233,P38219,nn,0.1907,0.9844,True
P51580,Q9I7X6,nn,0.1335,0.9626,False
A0A1W2P7I0,Q3MUY2,nn,0.2125,0.9403,False
P56857,Q6DHP1,nn,0.3019,0.9724,True
P43136,Q9DB72,nn,0.2004,0.962,False
Q5VUD6,Q8BQT2,nn,0.2352,0.9872,True
Q8T045,Q9FZJ1,nn,0.1805,0.982,False
Q4PSJ7,Q94AR4,nn,0.1682,0.9757,False
F4I9G2,Q9C7P1,nn,0.1471,0.9637,False
P68036,Q9FHI1,nn,0.1735,0.9881,False
Q8L4B2,Q8LCG7,nn,0.5424,0.9815,True
P41911,Q9SCX9,nn,0.4009,0.9685,True
Q12442,Q9DCU0,nn,0.2077,0.9789,True
Q9QXT8,Q9W2Q5,nn,0.1903,0.98,False
Q17856,Q9XXL3,nn,0.1985,0.9695,False
O82597,P32178,nn,0.1885,0.9857,False
O13539,O31938,nn,0.1686,0.9731,False
Q8BVD7,Q9D8U4,nn,0.5545,0.9864,False
Q9SUD5,Q9ZUI8,nn,0.2404,0.975,True
Q9VTH4,Q9XZT7,nn,0.1533,0.9842,False
Q6TYB5,Q8VE91,nn,0.1759,0.9783,False
Q8BVP1,Q8VH31,nn,0.2107,0.9757,False
P25616,Q99312,nn,0.1543,0.9705,False
P43694,Q26366,nn,0.189,0.9696,False
A0A0B4J244,A0A0B4J268,nn,0.2931,0.9885,False
Q9I9N1,Q9LDU5,nn,0.1168,0.9723,False
Q8R3W5,Q8TE69,nn,0.1895,0.9689,False
Q07654,Q2V2W7,nn,0.2198,0.9793,False
Q38829,Q9XFM0,nn,0.259,0.9778,True
A6NKF2,Q13487,nn,0.218,0.9665,False
Q7ZVE6,Q9FZJ1,nn,0.1544,0.9823,False
O80365,Q7G8V2,nn,0.41,0.9521,True
P21340,P48026,nn,0.1761,0.9034,True
P36027,Q06810,nn,0.2054,0.9548,False
Q8WTC1,Q96EY4,nn,0.1419,0.9856,False
Q59J78,Q6IQ63,nn,0.1512,0.9749,False
P0ADY3,P35996,nn,0.4203,0.9836,True
P40962,Q6DHG8,nn,0.1491,0.9849,False
Q86VR2,Q8VE91,nn,0.3385,0.9821,True
F1R4C4,Q00013,nn,0.1706,0.9563,False
P26793,Q6TNU4,nn,0.5581,0.993,True
Q4FE47,Q9ZUB8,nn,0.1527,0.975,False
O16962,O54915,nn,0.2156,0.9909,True
Q3E7Y6,Q99633,nn,0.0819,0.9805,False
Q08692,Q5VZQ5,nn,0.1459,0.9835,False
O81146,O81153,nn,0.1786,0.9903,False
P31069,P54504,nn,0.1639,0.9391,False
F4JMB8,O65657,nn,0.3048,0.9534,True
O82133,Q7XHI9,nn,0.1389,0.9752,False
P0AEQ1,Q94522,nn,0.1433,0.9122,False
Q9SVA0,Q9SVA1,nn,0.4662,0.9921,False
Q84L09,Q9FIH5,nn,0.162,0.9846,False
Q9C9A2,Q9SAB4,nn,0.1869,0.9934,True
O89094,P42574,nn,0.2943,0.9096,True
O48677,Q9LDN9,nn,0.3592,0.9888,True
Q9LTG0,Q9SZZ8,nn,0.7476,0.9967,True
A4D256,Q16667,nn,0.14,0.9709,True
Q9LP56,Q9M080,nn,0.1782,0.98,False
P38353,P96581,nn,0.148,0.9805,False
P94398,Q08BZ4,nn,0.1289,0.9828,False
O14960,Q9LNU3,nn,0.1569,0.9376,False
O81788,Q9LM83,nn,0.3506,0.981,True
Q6ZVN7,Q8IVJ8,nn,0.1782,0.9814,False
Q96F25,Q9D081,nn,0.7604,0.9896,True
P42844,Q9BYD6,nn,0.1269,0.9804,False
O34500,P0AE26,nn,0.1823,0.9313,False
P0DP88,P39349,nn,0.1885,0.968,False
Q02973,Q05AK9,nn,0.1739,0.9438,False
O88472,Q02223,nn,0.6211,0.9857,False
P38824,Q9NXR8,nn,0.1029,0.9668,False
P07991,P22256,nn,0.2882,0.981,True
Q925N2,Q9VLM7,nn,0.1538,0.9856,False
P06616,P32727,nn,0.1646,0.9371,False
O09161,Q8BUH1,nn,0.1106,0.963,False
A0A0U1RQS6,A0A286YF58,nn,0.1516,0.9818,False
Q24509,Q8K1E0,nn,0.4213,0.9868,True
P30043,P76113,nn,0.1507,0.9281,False
Q9FFE8,Q9FH97,nn,0.166,0.9568,False
Q19821,Q8LF05,nn,0.1417,0.9715,True
A0A0B4J237,A0A0B4J244,nn,0.5702,0.9908,False
O62247,Q6UXX9,nn,0.1762,0.9761,False
O32259,P30657,nn,0.1717,0.9882,False
P00360,P0A9Q9,nn,0.1486,0.9726,False
Q7L099,Q9V439,nn,0.0853,0.9852,False
P75949,Q96NU7,nn,0.1572,0.9244,False
P54572,P76201,nn,0.1588,0.9484,False
P69781,Q9FNY0,nn,0.1578,0.981,False
Q94B35,Q9BYD6,nn,0.1797,0.9752,False
O34589,P38234,nn,0.1659,0.9126,False
P49458,P97304,nn,0.1579,0.988,False
O88324,P01730,nn,0.1242,0.9729,False
O34873,P32395,nn,0.1698,0.9429,False
Q949Q0,Q9SCX9,nn,0.2511,0.9654,True
P38117,P76201,nn,0.229,0.9552,True
O35658,Q91ZP9,nn,0.188,0.9794,False
Q1PFC5,Q9SQU6,nn,0.1919,0.982,True
O81057,Q9M1X5,nn,0.6258,0.9939,True
Q17374,Q9VMV6,nn,0.155,0.978,False
Q9LR75,Q9XI19,nn,0.1772,0.9786,False
P0CF60,P28912,nn,0.1276,0.9325,False
O55233,Q925Q5,nn,0.1368,0.9715,False
Q8GYN5,Q9VVR6,nn,0.1508,0.9655,False
A3QK16,Q4V3D6,nn,0.2079,0.9837,True
Q9CQ85,Q9ZS51,nn,0.1698,0.9119,False
Q5EE01,Q93W22,nn,0.0901,0.9797,False
P07991,Q940M2,nn,0.2585,0.9801,True
Q93725,Q9VJ33,nn,0.8095,0.9922,True
P97953,Q7X6T3,nn,0.1422,0.9613,False
Q6IR41,Q92838,nn,0.1894,0.9694,False
Q9SUI6,Q9XF91,nn,0.1573,0.9485,False
Q9CA02,Q9SYD4,nn,0.2633,0.9956,False
Q9VVR6,Q9XZT7,nn,0.1476,0.9857,False
P39805,P54459,nn,0.17,0.9031,False
F4IV16,Q9LK34,nn,0.1426,0.9473,False
Q9D8Y1,Q9VLM7,nn,0.1973,0.9859,True
P0A9T0,Q9UBQ7,nn,0.2148,0.9821,True
P01730,Q8VD31,nn,0.1782,0.9757,False
O45933,O54927,nn,0.187,0.9768,False
P0ADR6,P28248,nn,0.1491,0.9579,False
Q9BXN1,Q9M5J8,nn,0.199,0.9402,False
P34428,Q8L4B2,nn,0.0936,0.9795,False
Q4PSE6,Q9M5J8,nn,0.225,0.9455,False
Q8GXF0,Q9FKM5,nn,0.2005,0.9752,True
P29703,Q1LUA8,nn,0.1659,0.9438,False
P28248,Q9JHN8,nn,0.1533,0.9589,False
Q8GUU2,Q8LDB8,nn,0.4536,0.9858,False
P0C2L3,Q96GL9,nn,0.4235,0.9869,True
Q9FWW8,Q9SYD4,nn,0.3712,0.9964,False
Q12442,Q9NXK6,nn,0.2273,0.9821,True
P30185,P42758,nn,0.302,0.8863,True
P02407,P36131,nn,0.1288,0.9848,False
Q08457,Q96H22,nn,0.1366,0.9858,False
Q9FKM5,Q9LQQ2,nn,0.2063,0.9616,True
Q9CQN4,Q9H741,nn,0.176,0.9768,False
O43602,Q99865,nn,0.144,0.972,False
Q9C534,Q9LM18,nn,0.3256,0.9615,False
Q08297,Q8GXF0,nn,0.2713,0.962,True
P48570,Q12122,nn,0.8778,0.9953,True
Q14320,Q96MC5,nn,0.1696,0.982,False
P36523,P40041,nn,0.1275,0.9649,False
O82756,Q9H300,nn,0.1494,0.9575,True
Q5MNZ9,Q9P2S5,nn,0.1871,0.9773,False
Q6DHP1,Q8BXA6,nn,0.3304,0.9874,True
P30657,Q19626,nn,0.1324,0.9861,False
P05634,Q9XXL3,nn,0.1908,0.97,False
Q7RTT5,Q8N567,nn,0.1614,0.9767,False
P24071,Q7TSN7,nn,0.1911,0.9818,False
Q8NGT0,Q8VD66,nn,0.1698,0.9642,False
P11802,P46734,nn,0.2234,0.9066,True
Q6K0P9,Q9UJA5,nn,0.1621,0.9787,False
A6H8Z2,Q8C5V0,nn,0.1695,0.975,False
P40496,Q59J78,nn,0.1579,0.9769,False
Q19905,Q922Q4,nn,0.1408,0.9556,False
P40516,P51580,nn,0.214,0.9577,True
A0A1B0GST9,O01323,nn,0.1538,0.9551,False
Q9FLF4,Q9FXA4,nn,0.2748,0.9818,False
Q5GJ75,Q8K015,nn,0.186,0.9893,False
Q8GZ84,Q9LQ92,nn,0.2933,0.9819,False
Q13702,Q94C27,nn,0.1963,0.9561,False
P28248,P48316,nn,0.1712,0.9604,False
Q0V967,Q7TSG3,nn,0.3147,0.9867,False
F4I8K2,Q19821,nn,0.1613,0.987,True
P0CX41,P35996,nn,0.2468,0.9731,True
P22794,Q9NQ60,nn,0.1618,0.98,False
P26899,Q9Y3I0,nn,0.1714,0.9828,False
P39039,Q8IWL1,nn,0.3217,0.9735,False
O07533,P0ABU0,nn,0.2257,0.9658,True
P94398,Q99314,nn,0.164,0.9821,False
B0V3H4,Q9NUQ7,nn,0.1403,0.9809,False
P69781,Q9S7T5,nn,0.1582,0.9798,False
Q06416,Q92826,nn,0.1799,0.9736,False
O54927,Q566T0,nn,0.1828,0.9808,False
P54005,Q08457,nn,0.1775,0.9846,False
P01040,P56567,nn,0.6327,0.9924,True
P19541,Q9CA74,nn,0.1558,0.9767,False
P26793,Q12460,nn,0.1779,0.9593,False
Q9LM18,Q9XIN8,nn,0.2,0.9591,False
Q9NYW1,Q9NYW3,nn,0.4734,0.9955,True
O14960,Q9SKU2,nn,0.1496,0.9439,False
P0ADA3,P27434,nn,0.1749,0.9338,False
F4I9G2,Q9ZWB8,nn,0.115,0.9572,False
P27548,Q9UNG2,nn,0.1519,0.9835,True
O08967,Q91V51,nn,0.1846,0.9551,False
P03877,Q9ZZX0,nn,0.2578,0.9753,True
O14561,Q9CR21,nn,0.859,0.9939,True
Q0WNB1,Q7L099,nn,0.1674,0.9852,False
Q5SXH7,Q6PEM6,nn,0.1719,0.9776,False
P28912,P75741,nn,0.9788,0.9997,True
P48598,P63073,nn,0.4215,0.9917,True
Q0WQ63,Q8GXK5,nn,0.4057,0.9857,True
Q04922,Q08981,nn,0.1137,0.9869,False
P30793,P36552,nn,0.1413,0.9835,False
P69781,Q922M7,nn,0.1545,0.9799,False
Q84J70,Q9M080,nn,0.1694,0.9771,False
Q564X7,Q84X07,nn,0.1747,0.9819,False
Q9C9A2,Q9FZ19,nn,0.2696,0.9939,True
P39210,Q9ZS51,nn,0.2653,0.9445,True
Q8VYB2,Q948J9,nn,0.1508,0.9339,False
O35658,Q7TSS2,nn,0.1624,0.9772,False
Q8BV13,Q9UNM6,nn,0.168,0.9756,False
O75638,P15692,nn,0.1646,0.9635,False
O95843,P43080,nn,0.4486,0.9778,False
P49406,Q9Y2R9,nn,0.1774,0.9864,False
P0A7D7,P21216,nn,0.1734,0.9819,False
P91529,Q9BRG1,nn,0.1364,0.976,False
P53497,P61163,nn,0.5263,0.9869,True
Q8IWF9,Q9H095,nn,0.185,0.9891,False
P64524,Q9V3B4,nn,0.1224,0.9843,False
O14775,Q38884,nn,0.1933,0.9732,False
P76113,Q39172,nn,0.3928,0.9791,True
P09129,P47111,nn,0.1742,0.9873,False
Q3E792,Q8CGP1,nn,0.1985,0.9733,False
O60551,Q94L32,nn,0.3545,0.9887,True
A1A4G5,Q99JT5,nn,0.1992,0.975,False
Q96Q45,Q9FL44,nn,0.1418,0.9676,False
O65665,O82133,nn,0.2459,0.9754,True
P37293,P42844,nn,0.1502,0.9823,False
P27005,Q5SY68,nn,0.2136,0.9775,True
F2Z472,Q9QZL9,nn,0.1684,0.961,False
P49813,Q9NZQ9,nn,0.5639,0.9894,True
P94575,P96593,nn,0.1941,0.9678,False
Q63829,Q9P000,nn,0.1953,0.9848,False
A1L453,Q7RTY9,nn,0.3181,0.979,True
P25863,P42758,nn,0.2872,0.865,True
Q61502,Q9D4C5,nn,0.1638,0.9777,False
O43752,Q9UNK0,nn,0.223,0.9928,True
Q502I1,Q9NS64,nn,0.7248,0.9896,True
Q96GT9,Q9DD24,nn,0.1966,0.9755,False
Q9FXA4,Q9SVC6,nn,0.3077,0.9826,False
P22732,Q8GXK5,nn,0.2692,0.9827,True
Q38831,Q9XFM0,nn,0.2944,0.9832,True
